hhid,yr04,acres,lacres,aehhsize,hhsize,offrinc,hyb_F,hybmz_F,hybfmz_F,revlsprod1_F,revlsprod2_F,revlssold_F,revls1_F,revls2_F,revctot_F,revcmaiz_F,revcrp,revls,lrevcrp,lrevls,costlp_F,costsdtot_F,costlsvar_F,costlspurch_F,costls_F,costlabhwg_F,costlabhcon_F,costlabhboth_F,costlabhwgM_F,costlabhconM_F,costlabhbothM_F,costlabhwgPRE_F,costlabhconPRE_F,costlabhbothPRE_F,costlabhwgPOST_F,costlabhconPOST_F,costlabhbothPOST_F,costlp2_F,costfdap_F,costfcan_F,costfman_F,costftot_F,costfdcm_F,costsdtot2_F,costsdmaiz_F,costctotnolab_F,costctot_F,costctotM_F,costctotPRE_F,costctotPOST_F,costctot2_F,costctotM2_F,costctotPRE2_F,costctotPOST2_F,costctot3_F,costctotM3_F,costctotPRE3_F,costctotPOST3_F,costcrp,costls,lcostcrp,lcostls,yieldtot_F,yieldmaiz,fertacdap_F,fertaccan_F,fertacman_F,fertactot_F,fertacdcm_F,kgfertDAP,kgfertCAN,kgfertMAN,kgfertTOT,kgfertDCM,kgctot_F,kgcsoldtot_F,kgmaiz,kgcsoldmaiz_F,labhwg_daywage2,labhwg_daywage_vil,labhwg_daywage_dist,labhwg_daywageM_vil,labhwg_daywagePRE_vil,labhwg_daywagePOST_vil,labhwg_daywageM_dist,labhwg_daywagePRE_dist,labhwg_daywagePOST_dist,labhwg,labhcon,labhwg_qtyM_F,labhwg_qtyPRE_F,labhwg_qtyPOST_F,labhcon_qtyM_F,labhcon_qtyPRE_F,labhcon_qtyPOST_F,labfamchil_qtyM_F,labfamchil_qtyPRE_F,labfamchil_qtyPOST_F,labfamfem_qtyM_F,labfamfem_qtyPRE_F,labfamfem_qtyPOST_F,labfammale_qtyM_F,labfammale_qtyPRE_F,labfammale_qtyPOST_F,llabhwg_daywage_dist,llabhwg,llabhcon,pkgctot_F,pkgctot_vil,pkgctot_div,pkgctot_dist,pkgctot_prov,pkgmaiz,pkgcmaiz_vil,pkgcmaiz_div,pkgcmaiz_dist,pkgcmaiz_prov,pkgfertDAP,pkgfdap_vil,pkgfdap_div,pkgfdap_dist,pkgfdap_prov,pkgfertCAN,pkgfcan_vil,pkgfcan_div,pkgfcan_dist,pkgfcan_prov,pkgfertMAN,pkgfman_vil,pkgfman_div,pkgfman_dist,pkgfman_prov,pkgfertTOT,pkgftot_vil,pkgftot_div,pkgftot_dist,pkgftot_prov,pkgfertDCM,pkgfdcm_vil,pkgfdcm_div,pkgfdcm_dist,pkgfdcm_prov,drainage,dumdrainage,ldrainage,rain,rainPC,diffrain,lrain,lrainsq,lrainPC,lrainsqPC,tmax,tmaxPC,difftmax,ltmax,ltmaxsq,ltmaxPC,ltmaxsqPC,tmin,tminPC,difftmin,ltmin,ltminsq,ltminPC,ltminsqPC,lrltx,lrltn,lrltxPC,lrltnPC,ltxltn,ltxltnPC,prov,dist,div,location,subloc,vil,aez,aezsmall,zone,age,educ,gend,ageavg,educavg,dmtroad,dtmroad,dextn,latitude,longitude,main04,short04,mainstress04,qwetpre,qwetit,qwetxt,QWETM1,qwetxtdiv,qwetitdiv,qwetprediv,QWETM1div,qwetPC10a2axtE1,qwetPC10a2aitE1,qwetPC10a2apreE1,famchil,famfem,fammale,pctsoldtot_F,pctsoldmaiz_F,depth,dumdepth,ldepth,dummaiz,lkgmaiz,lyieldmaiz,lpkgmaiz,dumkgfertDAP,lkgfertDAP,lpkgfertDAP,dumkgfertCAN,lkgfertCAN,lpkgfertCAN,dumkgfertMAN,lkgfertMAN,lpkgfertMAN,dumkgfertTOT,lkgfertTOT,lpkgfertTOT,dumkgfertDCM,lkgfertDCM,lpkgfertDCM,dumlabhwg,dumlabhcon,dumfem,lfamfem,dumchil,lfamchil,dummale,lfammale,dumdmtroad,ldmtroad,dumdtmroad,ldtmroad,dumdextn,ldextn,dumeduc,leduc,dumeducavg,leducavg,dumage,lage,dumageavg,lageavg
806,1,2.984999895,1.093599677,3.113333333,4.166666667,75000,1,0,0,3600,-7000,14000,17600,7000,19187.97461,2900,19187.97461,17600,9.862038612,9.775653839,7050,5262.75,6700,0,6700,0,6900,6900,0,6600,6600,0,6900,6900,0,0,0,5050,0,0,0,0,0,762.5,140,12312.75,12312.75,12312.75,12312.75,12312.75,19212.75,18912.75,19212.75,12312.75,19212.75,18912.75,19212.75,12312.75,12312.75,6700,9.418390274,8.809863091,983.6106567,91.69347382,0,0,0,0,0,0,0,0,0,0,2936.077637,634.4000244,273.7050171,0,,48.51852036,50.639534,48.51852036,50,45.55555725,50.64706039,53.2142868,45.83333206,0,136.2571869,0,0,0,130.332962,136.2571869,0,0,0,0,213,81,134,0,0,0,3.924732685,0,4.914544106,6.53524065,7.557783604,8.331760406,8.513731003,7.862682343,4.571248055,17.60559273,17.01968002,18.13787079,18.47781754,40,40,39.37984467,39.43262482,31.07728958,35,,35,35,25.35464859,2.174999952,2.174999952,2.174999952,2.174999952,2.174999952,6.535141468,6.535141468,9.964371681,10.80926514,11.06100559,6.535141468,6.535141468,9.964371681,10.80926514,10.99988556,handfuls,1,1.945910096,696,664.2000122,-31.79998779,6.545349598,42.84160233,6.498583317,42.23158646,28.32999992,30.38666725,2.056667328,3.343921423,11.18180943,3.414003849,11.65542316,15.93000031,18.34000015,2.409999847,2.768204212,7.66295433,2.909084558,8.462772369,21.88713455,18.11886406,22.18618965,18.90492821,9.256656647,9.93162632,Nyanza,Siaya,Bondo,N.Sakwa,Abom,Aila,LM3-6 - Lower midland 3-6,LM3,Western Lowlands,33,,1,35.40000153,12.60000038,,bunches,,-0.100000001,34.29999924,696,352.3999939,0.07692308,561,15.93,28.33,litre,28.13999939,15.72999954,567.666687,3,30.38666725,18.34000015,664.2000122,0,215,0,0.216070592,0,,1,0,1,5.61205101,4.518451214,1.519786239,0,0,3.68887949,0,0,3.555348158,0,0,0.77702862,0,0,1.877194047,0,0,1.877194047,0,1,1,5.370637894,0,0,0,0,1,-3.912023067,1,1.791759491,1,2.079441547,1,2.833213329,1,2.53369689,1,3.496507645,1,3.566711903
807,1,0.631399989,-0.459815711,0.82,1,2000,0,0,0,3600,0,0,3600,0,7398.086914,1319.720703,7398.086914,3600,8.908976555,8.188689232,0,900.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.75,108.75,108.75,20,0,1008.950012,1008.950012,1008.950012,1008.950012,1008.950012,1008.950012,1008.950012,1008.950012,1008.950012,1008.950012,1008.950012,1008.950012,1008.950012,1008.950012,0,6.916665554,,1366.206055,204.1970215,0,0,79.18910217,79.18910217,79.18910217,0,0,50,50,50,862.6224976,175.5500031,128.9299927,0,,48.51852036,50.639534,48.51852036,50,45.55555725,50.64706039,53.2142868,45.83333206,0,0,0,0,0,0,0,0,0,0,0,193,122,74,6,6,0,3.924732685,0,0,8.576273918,7.557783604,8.331760406,8.513731003,7.862682343,7.517634392,17.60559273,17.01968002,18.13787079,18.47781754,40,40,39.37984467,39.43262482,31.07728958,35,,35,35,25.35464859,2.174999952,2.174999952,2.174999952,2.174999952,2.174999952,2.174999952,6.535141468,9.964371681,10.80926514,11.06100559,2.174999952,6.535141468,9.964371681,10.80926514,10.99988556,handfuls,1,1.945910096,696,664.2000122,-31.79998779,6.545349598,42.84160233,6.498583317,42.23158646,28.32999992,30.38666725,2.056667328,3.343921423,11.18180943,3.414003849,11.65542316,15.93000031,18.34000015,2.409999847,2.768204212,7.66295433,2.909084558,8.462772369,21.88713455,18.11886406,22.18618965,18.90492821,9.256656647,9.93162632,Nyanza,Siaya,Bondo,N.Sakwa,Abom,Aila,LM3-6 - Lower midland 3-6,LM3,Western Lowlands,59,,1,59,4,,litre,numbers,-0.100000001,34.29999924,696,352.3999939,0.07692308,561,15.93,28.33,litre,28.13999939,15.72999954,567.666687,3,30.38666725,18.34000015,664.2000122,0,196,6,0.203507334,0,,1,0,1,4.859269619,5.319085121,2.017251492,0,0,3.68887949,0,0,3.555348158,1,3.912023067,0.77702862,1,3.912023067,0.77702862,1,3.912023067,0.77702862,0,0,1,5.278114796,0,0,1,1.791759491,1,-2.302585125,1,1.098612309,1,1.609437943,1,1.386294365,1,1.386294365,1,4.077537537,1,4.077537537
808,1,0.430000007,-0.84397006,4.966666667,5.833333333,12300,0,0,0,450,0,0,450,0,3248.373047,1614.136108,3248.373047,450,8.085909843,6.109247684,0,671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,671,671,671,671,671,671,671,671,671,671,671,671,671,671,0,6.508769035,,751.4884033,361.0465088,0,0,0,0,0,0,0,0,0,0,323.1400146,25,155.25,0,,48.51852036,50.639534,48.51852036,50,45.55555725,50.64706039,53.2142868,45.83333206,0,0,0,0,0,0,0,0,24,25,7,38,19,20.5,56,75,7,3.924732685,0,0,10.05252457,7.557783604,8.331760406,8.513731003,7.862682343,64.56544495,17.60559273,17.01968002,18.13787079,18.47781754,40,40,39.37984467,39.43262482,31.07728958,35,,35,35,25.35464859,2.174999952,2.174999952,2.174999952,2.174999952,2.174999952,6.535141468,6.535141468,9.964371681,10.80926514,11.06100559,6.535141468,6.535141468,9.964371681,10.80926514,10.99988556,handfuls,1,1.945910096,696,664.2000122,-31.79998779,6.545349598,42.84160233,6.498583317,42.23158646,28.32999992,30.38666725,2.056667328,3.343921423,11.18180943,3.414003849,11.65542316,15.93000031,18.34000015,2.409999847,2.768204212,7.66295433,2.909084558,8.462772369,21.88713455,18.11886406,22.18618965,18.90492821,9.256656647,9.93162632,Nyanza,Siaya,Bondo,N.Sakwa,Abom,Aila,LM3-6 - Lower midland 3-6,LM3,Western Lowlands,47,,0,26.75,8.5,,bunches,,-0.100000001,34.29999924,696,352.3999939,0.07692308,561,15.93,28.33,litre,28.13999939,15.72999954,567.666687,3,30.38666725,18.34000015,664.2000122,32,39.5,82,0.077365845,0,,1,0,1,5.045036793,5.889006615,4.16767931,0,0,3.68887949,0,0,3.555348158,0,0,0.77702862,0,0,1.877194047,0,0,1.877194047,0,0,1,3.676300764,1,3.465735912,1,4.406719208,1,-0.693147182,1,1.791759491,1,2.079441547,1,2.484906673,1,2.140066147,1,3.850147486,1,3.286534548
809,1,4,1.386294365,3.02,3.5,25800,0,0,0,0,0,0,0,0,22496.94922,541.3612671,22496.94922,0,10.02113533,,3700,2487,0,0,0,0,1500,1500,0,1500,1500,0,1500,1500,0,0,0,2200,0,0,0,0,0,426.25,105,6187,6187,6187,6187,6187,7687,7687,7687,6187,7687,7687,7687,6187,6187,0,8.730205536,,876.9880981,13.30312538,0,0,0,0,0,0,0,0,0,0,3507.952393,548,53.21250153,0,,48.51852036,50.639534,48.51852036,50,45.55555725,50.64706039,53.2142868,45.83333206,0,29.62112427,0,0,0,29.62112427,29.62112427,0,0,0,0,476.5,468,9,208,230,0,3.924732685,0,3.388487816,6.413128376,7.557783604,8.331760406,8.513731003,7.862682343,0.987885535,17.60559273,17.01968002,18.13787079,18.47781754,40,40,39.37984467,39.43262482,31.07728958,35,,35,35,25.35464859,2.174999952,2.174999952,2.174999952,2.174999952,2.174999952,6.535141468,6.535141468,9.964371681,10.80926514,11.06100559,6.535141468,6.535141468,9.964371681,10.80926514,10.99988556,handfuls,1,1.945910096,696,664.2000122,-31.79998779,6.545349598,42.84160233,6.498583317,42.23158646,28.32999992,30.38666725,2.056667328,3.343921423,11.18180943,3.414003849,11.65542316,15.93000031,18.34000015,2.409999847,2.768204212,7.66295433,2.909084558,8.462772369,21.88713455,18.11886406,22.18618965,18.90492821,9.256656647,9.93162632,Nyanza,Siaya,Bondo,N.Sakwa,Abom,Aila,LM3-6 - Lower midland 3-6,LM3,Western Lowlands,41,,1,34.75,8.5,,,,-0.100000001,34.29999924,696,352.3999939,0.07692308,561,15.93,28.33,litre,28.13999939,15.72999954,567.666687,3,30.38666725,18.34000015,664.2000122,0,477,230,0.156216487,0,,1,0,1,3.97429347,2.587999105,-0.012188444,0,0,3.68887949,0,0,3.555348158,0,0,0.77702862,0,0,1.877194047,0,0,1.877194047,0,1,1,6.167516708,0,0,1,5.438079357,1,-0.693147182,1,1.871802211,1,2.079441547,1,2.079441547,1,2.140066147,1,3.713572025,1,3.548179626
810,1,2.960000038,1.085189223,6.206666667,7.083333333,2550,1,0,0,28350,-35000,0,28350,-35000,8449.050781,1160,8449.050781,28350,9.041809082,10.25238228,3600,3120.75,1230,0,1230,0,2400,2400,0,2400,2400,0,2400,2400,0,0,0,2400,0,0,2175,2175,2175,221.6000061,0,8895.75,8895.75,8895.75,8895.75,8895.75,11295.75,11295.75,11295.75,8895.75,11295.75,11295.75,11295.75,8895.75,8895.75,1230,9.093328476,7.114769459,559.2810669,36.98716354,0,0,337.8378296,337.8378296,337.8378296,0,0,1000,1000,1000,1655.472046,216.75,109.4820023,0,,48.51852036,50.639534,48.51852036,50,45.55555725,50.64706039,53.2142868,45.83333206,0,47.39380264,0,0,0,47.39380264,47.39380264,0,0,0,0,455,471,104.1999969,275,249,26,3.924732685,0,3.858491421,5.103711128,7.557783604,8.331760406,8.513731003,7.862682343,5.351787567,17.60559273,17.01968002,18.13787079,18.47781754,40,40,39.37984467,39.43262482,31.07728958,35,,35,35,25.35464859,2.174999952,2.174999952,2.174999952,2.174999952,2.174999952,2.174999952,6.535141468,9.964371681,10.80926514,11.06100559,2.174999952,6.535141468,9.964371681,10.80926514,10.99988556,handfuls,1,1.945910096,696,664.2000122,-31.79998779,6.545349598,42.84160233,6.498583317,42.23158646,28.32999992,30.38666725,2.056667328,3.343921423,11.18180943,3.414003849,11.65542316,15.93000031,18.34000015,2.409999847,2.768204212,7.66295433,2.909084558,8.462772369,21.88713455,18.11886406,22.18618965,18.90492821,9.256656647,9.93162632,Nyanza,Siaya,Bondo,N.Sakwa,Abom,Aila,LM3-6 - Lower midland 3-6,LM3,Western Lowlands,51,,1,34.22222137,9.888889313,,,,-0.100000001,34.29999924,696,352.3999939,0.07692308,561,15.93,28.33,litre,28.13999939,15.72999954,567.666687,3,30.38666725,18.34000015,664.2000122,0,575.2000122,275,0.130929425,0,,1,0,1,4.69576025,3.610570908,1.67743063,0,0,3.68887949,0,0,3.555348158,1,6.907755375,0.77702862,1,6.907755375,0.77702862,1,6.907755375,0.77702862,0,1,1,6.354717731,0,0,1,5.616771221,1,-1.609437943,1,2.079441547,1,2.079441547,1,1.945910096,1,2.291411877,1,3.931825638,1,3.532875299
811,1,0.529999971,-0.634878337,0.74,1,0,0,0,0,0,3000,0,0,3000,1334.699219,0,1334.699219,0,7.196461201,,0,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382,382,382,382,382,382,382,382,382,382,382,382,382,382,0,5.945420742,,339.4151001,0,0,0,0,0,0,0,0,0,0,0,179.8899994,0,0,0,,48.51852036,50.639534,48.51852036,50,45.55555725,50.64706039,53.2142868,45.83333206,0,0,0,0,0,0,0,0,0,0,0,15,9.5,5.5,0,0,0,3.924732685,0,0,7.419529915,7.557783604,8.331760406,8.513731003,7.862682343,17.60559273,17.60559273,17.01968002,18.13787079,18.47781754,40,40,39.37984467,39.43262482,31.07728958,35,,35,35,25.35464859,2.174999952,2.174999952,2.174999952,2.174999952,2.174999952,6.535141468,6.535141468,9.964371681,10.80926514,11.06100559,6.535141468,6.535141468,9.964371681,10.80926514,10.99988556,handfuls,1,1.945910096,696,664.2000122,-31.79998779,6.545349598,42.84160233,6.498583317,42.23158646,28.32999992,30.38666725,2.056667328,3.343921423,11.18180943,3.414003849,11.65542316,15.93000031,18.34000015,2.409999847,2.768204212,7.66295433,2.909084558,8.462772369,21.88713455,18.11886406,22.18618965,18.90492821,9.256656647,9.93162632,Nyanza,Siaya,Bondo,N.Sakwa,Abom,Aila,LM3-6 - Lower midland 3-6,LM3,Western Lowlands,22,,1,38,4,,bunches,,-0.100000001,34.29999924,696,352.3999939,0.07692308,561,15.93,28.33,litre,28.13999939,15.72999954,567.666687,3,30.38666725,18.34000015,664.2000122,0,15,0,0,,,1,0,0,0,0,2.923462152,0,0,3.68887949,0,0,3.555348158,0,0,0.77702862,0,0,1.877194047,0,0,1.877194047,0,0,1,2.708050251,0,0,0,0,1,-2.302585125,1,1.791759491,1,2.079441547,1,2.079441547,1,1.386294365,1,3.091042519,1,3.637586117
812,1,2.400000095,0.875468791,1.14,1.5,10800,0,0,0,7920,0,0,7920,0,10833.61816,4221.989258,10833.61816,7920,9.290409088,8.977146149,4200,2286,1200,0,1200,6532.5,3000,9532.5,6533.471191,3000,9533.470703,6172.857422,3000,9172.857422,595.833313,0,595.833313,2000,0,0,0,0,0,310,90,6486,13018.5,13019.4707,12658.85742,7081.833496,9486,9486,9486,6486,16018.5,16019.4707,15658.85742,7081.833496,13018.5,1200,9.474126816,7.090076923,847.3041382,161.2624969,0,0,0,0,0,0,0,0,0,0,2033.530029,0,387.0299988,0,,48.51852036,50.639534,48.51852036,50,45.55555725,50.64706039,53.2142868,45.83333206,129,59.24225235,129,116,13,59.24225235,59.24225235,0,0,0,0,274,31,243,0,0,0,3.924732685,4.85981226,4.081634998,5.327493668,7.557783604,8.331760406,8.513731003,7.862682343,17.60559273,17.60559273,17.01968002,18.13787079,18.47781754,40,40,39.37984467,39.43262482,31.07728958,35,,35,35,25.35464859,2.174999952,2.174999952,2.174999952,2.174999952,2.174999952,6.535141468,6.535141468,9.964371681,10.80926514,11.06100559,6.535141468,6.535141468,9.964371681,10.80926514,10.99988556,handfuls,1,1.945910096,696,664.2000122,-31.79998779,6.545349598,42.84160233,6.498583317,42.23158646,28.32999992,30.38666725,2.056667328,3.343921423,11.18180943,3.414003849,11.65542316,15.93000031,18.34000015,2.409999847,2.768204212,7.66295433,2.909084558,8.462772369,21.88713455,18.11886406,22.18618965,18.90492821,9.256656647,9.93162632,Nyanza,Siaya,Bondo,N.Sakwa,Abom,Aila,LM3-6 - Lower midland 3-6,LM3,Western Lowlands,18,,1,45,6.666666508,,bunches,,-0.100000001,34.29999924,696,352.3999939,0.07692308,561,15.93,28.33,litre,28.13999939,15.72999954,567.666687,3,30.38666725,18.34000015,664.2000122,0,274,0,0,,,1,0,1,5.958502293,5.083033562,2.868216515,0,0,3.68887949,0,0,3.555348158,0,0,0.77702862,0,0,1.877194047,0,0,1.877194047,1,1,1,5.613128185,0,0,0,0,1,-2.302585125,1,1.791759491,1,2.079441547,1,2.079441547,1,1.897119999,1,2.890371799,1,3.80666256
813,1,2.24000001,0.806475878,2.673333333,3.166666667,0,1,0,0,6210,3000,0,6210,3000,17942.60742,4200,17942.60742,6210,9.794933319,8.733916283,800,2739.25,800,0,800,0,0,0,0,0,0,0,0,0,0,0,0,800,160,0,1539.900024,1699.900024,1699.900024,539.7000122,60,5239.149902,5239.149902,5239.149902,5239.149902,5239.149902,5239.149902,5239.149902,5239.149902,5239.149902,5239.149902,5239.149902,5239.149902,5239.149902,5239.149902,800,8.563914299,6.684611797,1114.453125,185.765625,1.785714269,0,316.0714417,317.8571472,317.8571472,4,0,708,712,712,2496.375,1259.474976,416.1149902,67.5,,48.51852036,50.639534,48.51852036,50,45.55555725,50.64706039,53.2142868,45.83333206,0,0,0,0,0,0,0,0,0,0,0,234,160,76.25,0,0,0,3.924732685,0,0,7.187464714,7.557783604,8.331760406,8.513731003,7.862682343,3.334722757,17.60559273,17.01968002,18.13787079,18.47781754,40,40,39.37984467,39.43262482,31.07728958,35,,35,35,25.35464859,2.174999952,2.174999952,2.174999952,2.174999952,2.174999952,2.387500048,6.535141468,9.964371681,10.80926514,11.06100559,2.387500048,6.535141468,9.964371681,10.80926514,10.99988556,handfuls,1,1.945910096,696,664.2000122,-31.79998779,6.545349598,42.84160233,6.498583317,42.23158646,28.32999992,30.38666725,2.056667328,3.343921423,11.18180943,3.414003849,11.65542316,15.93000031,18.34000015,2.409999847,2.768204212,7.66295433,2.909084558,8.462772369,21.88713455,18.11886406,22.18618965,18.90492821,9.256656647,9.93162632,Nyanza,Siaya,Bondo,N.Sakwa,Abom,Aila,LM3-6 - Lower midland 3-6,LM3,Western Lowlands,24,,0,41.5,9,,,,-0.100000001,34.29999924,696,352.3999939,0.07692308,561,15.93,28.33,litre,28.13999939,15.72999954,567.666687,3,30.38666725,18.34000015,664.2000122,0,236.25,0,0.504521549,0.053593758,,1,0,1,6.030961514,5.224485874,1.204389572,1,1.386294365,3.68887949,0,0,3.555348158,1,6.56244421,0.77702862,1,6.568078041,0.870246828,1,6.568078041,0.870246828,0,0,1,5.46489048,0,0,0,0,1,1.871802211,1,1.871802211,1,2.079441547,1,2.302585125,1,2.197224617,1,3.178053856,1,3.725693464
814,1,1.389999986,0.329303741,2.28,2.833333333,34800,0,0,0,0,0,0,0,0,11655.22852,2251.308838,11655.22852,0,9.363510132,,1300,1884.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,0,0,0,0,0,250,50,3184.75,3184.75,3184.75,3184.75,3184.75,3184.75,3184.75,3184.75,3184.75,3184.75,3184.75,3184.75,3184.75,3184.75,0,8.066128731,,1443.374146,151.5108032,0,0,0,0,0,0,0,0,0,0,2006.290039,666.3250122,210.6000061,0,,48.51852036,50.639534,48.51852036,50,45.55555725,50.64706039,53.2142868,45.83333206,0,0,0,0,0,0,0,0,12,0,12,418,258,184,76,64,19,3.924732685,0,0,5.809343815,7.557783604,8.331760406,8.513731003,7.862682343,3.378694773,17.60559273,17.01968002,18.13787079,18.47781754,40,40,39.37984467,39.43262482,31.07728958,35,,35,35,25.35464859,2.174999952,2.174999952,2.174999952,2.174999952,2.174999952,6.535141468,6.535141468,9.964371681,10.80926514,11.06100559,6.535141468,6.535141468,9.964371681,10.80926514,10.99988556,handfuls,1,1.945910096,696,664.2000122,-31.79998779,6.545349598,42.84160233,6.498583317,42.23158646,28.32999992,30.38666725,2.056667328,3.343921423,11.18180943,3.414003849,11.65542316,15.93000031,18.34000015,2.409999847,2.768204212,7.66295433,2.909084558,8.462772369,21.88713455,18.11886406,22.18618965,18.90492821,9.256656647,9.93162632,Nyanza,Siaya,Bondo,N.Sakwa,Abom,Aila,LM3-6 - Lower midland 3-6,LM3,Western Lowlands,62,,0,35.88888931,10.77777767,,,,-0.100000001,34.29999924,696,352.3999939,0.07692308,561,15.93,28.33,litre,28.13999939,15.72999954,567.666687,3,30.38666725,18.34000015,664.2000122,12,442,83,0.332117975,0,,1,0,1,5.349960804,5.020657063,1.217489481,0,0,3.68887949,0,0,3.555348158,0,0,0.77702862,0,0,1.877194047,0,0,1.877194047,0,0,1,6.091310024,1,2.484906673,1,4.418840408,1,-3.912023067,1,1.871802211,1,2.079441547,1,2.302585125,1,2.377486467,1,4.127134323,1,3.580427647
815,1,3.579999924,1.27536273,4.32,5.25,74200,1,0,0,3600,0,0,3600,0,9859.263672,3300,9859.263672,3600,9.196166992,8.188689232,3400,2329.5,370,0,370,0,2800,2800,0,2300,2300,0,2600,2600,0,200,200,2200,0,0,4350,4350,4350,42.5,0,10079.5,10079.5,10079.5,10079.5,10079.5,12879.5,12379.5,12679.5,10279.5,12879.5,12379.5,12679.5,10279.5,10079.5,370,9.218258858,5.91350317,494.5754395,90.05866241,0,0,558.6592407,558.6592407,558.6592407,0,0,2000,2000,2000,1770.580078,177.1999969,322.4100037,0,,48.51852036,50.639534,48.51852036,50,45.55555725,50.64706039,53.2142868,45.83333206,0,55.29276657,0,0,0,45.41905975,51.34328461,3.949483395,0,0,0,111,58,55,93,39,54,3.924732685,0,4.012641907,5.568380356,7.557783604,8.331760406,8.513731003,7.862682343,18.62302589,17.60559273,17.01968002,18.13787079,18.47781754,40,40,39.37984467,39.43262482,31.07728958,35,,35,35,25.35464859,2.174999952,2.174999952,2.174999952,2.174999952,2.174999952,2.174999952,6.535141468,9.964371681,10.80926514,11.06100559,2.174999952,6.535141468,9.964371681,10.80926514,10.99988556,handfuls,1,1.945910096,696,664.2000122,-31.79998779,6.545349598,42.84160233,6.498583317,42.23158646,28.32999992,30.38666725,2.056667328,3.343921423,11.18180943,3.414003849,11.65542316,15.93000031,18.34000015,2.409999847,2.768204212,7.66295433,2.909084558,8.462772369,21.88713455,18.11886406,22.18618965,18.90492821,9.256656647,9.93162632,Nyanza,Siaya,Bondo,N.Sakwa,Abom,Aila,LM3-6 - Lower midland 3-6,LM3,Western Lowlands,55,,1,34.5,9.666666985,,litre,litre,-0.100000001,34.29999924,696,352.3999939,0.07692308,561,15.93,28.33,litre,28.13999939,15.72999954,567.666687,3,30.38666725,18.34000015,664.2000122,0,113,93,0.100080192,0,,1,0,1,5.77582407,4.500461102,2.924398661,0,0,3.68887949,0,0,3.555348158,1,7.600902557,0.77702862,1,7.600902557,0.77702862,1,7.600902557,0.77702862,0,1,1,4.727387905,0,0,1,4.532599449,1,-2.302585125,1,1.098612309,1,1.098612309,1,1.791759491,1,2.268683672,1,4.007333279,1,3.540959358
816,1,1.870000005,0.625938416,6.551666667,8.25,750,1,0,0,3600,0,0,3600,0,32649.15039,3800,32649.15039,3600,10.39357376,8.188689232,1700,3204,0,0,0,0,500,500,0,500,500,0,500,500,0,0,0,1100,0,0,4785,4785,4785,162.8000031,100,9689,9689,9689,9689,9689,10189,10189,10189,9689,10189,10189,10189,9689,9689,0,9.178746223,,2601.342041,196.4759369,0,0,1176.470581,1176.470581,1176.470581,0,0,2200,2200,2200,4864.509766,2440.800049,367.4100037,0,,53.20000076,50.639534,53.20000076,51.57894897,58.33333206,50.64706039,53.2142868,45.83333206,0,9.873708725,0,0,0,9.873708725,9.873708725,0,397,297,100.8000031,356,264,98.19999695,192,188,20,3.924732685,0,2.289875507,6.711704254,7.498558521,8.331760406,8.513731003,7.862682343,1.556866527,6.905857563,17.01968002,18.13787079,18.47781754,38.49056625,38.49056625,39.37984467,39.43262482,31.07728958,35,,35,35,25.35464859,2.174999952,2.174999952,2.174999952,2.174999952,2.174999952,2.174999952,9.501948357,9.964371681,10.80926514,11.06100559,2.174999952,9.501948357,9.964371681,10.80926514,10.99988556,,1,2.079441547,731.4000244,664.2000122,-67.20001221,6.59496069,43.49350357,6.498583317,42.23158646,27.76000023,30.38666725,2.626667023,3.323596239,11.04629135,3.414003849,11.65542316,15.32999992,18.34000015,3.010000229,2.729811668,7.451871872,2.909084558,8.462772369,21.91898537,18.00300026,22.18618965,18.90492821,9.072792053,9.93162632,Nyanza,Siaya,Bondo,N.Sakwa,Bar-Chando,Ralingo,LM3-6 - Lower midland 3-6,LM3,Western Lowlands,23,,1,28.25,13.5,90 kg bag,90 kg bag,canter,-0.100000001,34.40000153,731.4000244,346.3999939,0.07692308,581,15.33,27.76,litre,28.13999939,15.72999954,567.666687,3,30.38666725,18.34000015,664.2000122,397.7999878,362.2000122,208,0.501756608,0,,1,1.386294365,1,5.906478405,5.280539989,0.442675173,0,0,3.650413275,0,0,3.555348158,1,7.696212769,0.77702862,1,7.696212769,0.77702862,1,7.696212769,0.77702862,0,1,1,5.892196655,1,5.985949516,1,5.337538242,1,0,1,0,1,2.77258873,1,2.833213329,1,2.602689743,1,3.135494232,1,3.34109354
