hhid,yr07,acres,lacres,aehhsize,hhsize,offrinc,hyb_F,hybmz_F,hybfmz_F,hybfmz2_F,revlssoldc_F,revlssoldo_F,revlsprodc_F,revlsprodo_F,revlsmilk_F,revlsprod1_F,revlsprod2_F,revlssold_F,revlsc_F,revls1_F,revls2_F,revls3_F,revctot_F,revcmaiz_F,revcrp,revls,lrevcrp,lrevls,costlp_F,costsdtot_F,costlspurchc_F,costlspurch_F,costlsvar2_F,costlsvar1_F,costls1c_F,costls1_F,costls2c_F,costls2_F,costlabhwg_F,costlabhcon_F,costlabhboth_F,costlabhwgM_F,costlabhconM_F,costlabhbothM_F,costlabhwgPRE_F,costlabhconPRE_F,costlabhbothPRE_F,costlabhwgPOST_F,costlabhconPOST_F,costlabhbothPOST_F,costlp2_F,costfdap_F,costfcan_F,costfman_F,costftot_F,costfdcm_F,costsdtot2_F,costsdmaiz_F,costctotnolab_F,costctot_F,costctotM_F,costctotPRE_F,costctotPOST_F,costctot2_F,costctotM2_F,costctotPRE2_F,costctotPOST2_F,costctot3_F,costctotM3_F,costctotPRE3_F,costctotPOST3_F,costcrp,costls,lcostcrp,lcostls,yieldtot_F,yieldmaiz,fertacdap_F,fertaccan_F,fertacman_F,fertactot_F,fertacdcm_F,kgfertDAP,kgfertCAN,kgfertMAN,kgfertTOT,kgfertDCM,kgctot_F,kgcsoldtot_F,kgmaiz,kgcsoldmaiz_F,labhwg_daywage2,labhwg_daywage_vil,labhwg_daywage_dist,labhwg_daywageM_vil,labhwg_daywagePRE_vil,labhwg_daywagePOST_vil,labhwg_daywageM_dist,labhwg_daywagePRE_dist,labhwg_daywagePOST_dist,labhwg,labhcon,labhwg_qtyM_F,labhwg_qtyPRE_F,labhwg_qtyPOST_F,labhcon_qtyM_F,labhcon_qtyPRE_F,labhcon_qtyPOST_F,labfamchil_qtyM_F,labfamchil_qtyPRE_F,labfamchil_qtyPOST_F,labfamfem_qtyM_F,labfamfem_qtyPRE_F,labfamfem_qtyPOST_F,labfammale_qtyM_F,labfammale_qtyPRE_F,labfammale_qtyPOST_F,llabhwg_daywage_dist,llabhwg,llabhcon,pkgctot_F,pkgctot_vil,pkgctot_div,pkgctot_dist,pkgctot_prov,pkgmaiz,pkgcmaiz_vil,pkgcmaiz_div,pkgcmaiz_dist,pkgcmaiz_prov,pkgfertDAP,pkgfdap_vil,pkgfdap_div,pkgfdap_dist,pkgfdap_prov,pkgfertCAN,pkgfcan_vil,pkgfcan_div,pkgfcan_dist,pkgfcan_prov,pkgfertMAN,pkgfman_vil,pkgfman_div,pkgfman_dist,pkgfman_prov,pkgfertTOT,pkgftot_vil,pkgftot_div,pkgftot_dist,pkgftot_prov,pkgfertDCM,pkgfdcm_vil,pkgfdcm_div,pkgfdcm_dist,pkgfdcm_prov,drainage,dumdrainage,ldrainage,rain,rainPC,diffrain,lrain,lrainsq,lrainPC,lrainsqPC,tmax,tmaxPC,difftmax,ltmax,ltmaxsq,ltmaxPC,ltmaxsqPC,tmin,tminPC,difftmin,ltmin,ltminsq,ltminPC,ltminsqPC,lrltx,lrltn,lrltxPC,lrltnPC,ltxltn,ltxltnPC,prov,dist,div,location,subloc,vil,aez,aezsmall,zone,age,educ,gend,ageavg,educavg,dextn,dmtroad,dtmroad,latitude,longitude,main07,short07,mainstress07,qwetpre,qwetit,qwetxt,QWETM1,qwetxtdiv,qwetitdiv,qwetprediv,QWETM1div,qwetPC10a2axtE1,qwetPC10a2aitE1,qwetPC10a2apreE1,famchil,famfem,fammale,pctsoldtot_F,pctsoldmaiz_F,depth,dumdepth,ldepth,dummaiz,lkgmaiz,lyieldmaiz,lpkgmaiz,dumkgfertDAP,lkgfertDAP,lpkgfertDAP,dumkgfertCAN,lkgfertCAN,lpkgfertCAN,dumkgfertMAN,lkgfertMAN,lpkgfertMAN,dumkgfertTOT,lkgfertTOT,lpkgfertTOT,dumkgfertDCM,lkgfertDCM,lpkgfertDCM,dumlabhwg,dumlabhcon,dumfem,lfamfem,dumchil,lfamchil,dummale,lfammale,dumdmtroad,ldmtroad,dumdtmroad,ldtmroad,dumdextn,ldextn,dumeduc,leduc,dumeducavg,leducavg,dumage,lage,dumageavg,lageavg
985,1,2.015000105,0.700619221,6.78,7,19000,1,1,1,0,3000,0,3000,2400,9600,50,5400,3000,6000,3050,8400,12600,18744,5325,18744,3050,9.838628769,8.022896767,0,5242.5,0,0,520,180,180,180,520,520,0,0,0,0,0,0,0,0,0,0,0,0,0,1360,0,1200,3015,2560,248,245,8257.5,8257.5,8257.5,8257.5,8257.5,8257.5,8257.5,8257.5,8257.5,8257.5,8257.5,8257.5,8257.5,8257.5,180,9.018877029,5.192956924,1595.516113,228.8411713,16.87344742,0,297.7667236,321.0917969,314.6401672,34,0,600,647,634,3214.965088,676,461.1149902,0,50,52.5,52.16216278,52.5,52.8571434,50,52.38806152,51.15384674,54.54545593,0,0,0,0,0,0,0,0,63,54,9,203,149,56.5,317,263,54,3.954357386,0,0,5.830234528,8.139240265,9.220988274,9.220988274,9.816739082,7.877218723,9.125530243,11.88428593,11.88428593,24.58224297,40,39.30228043,38.76857758,38.76857758,39.40802383,34.22171783,34.22171783,33.95729828,33.95729828,33.75563812,2,1.792677164,1.922156572,1.922156572,1.979875803,4.659968853,22.3012352,17.38801765,17.38801765,13.58498192,4.037854671,22.22860909,17.41567421,17.41567421,13.94710159,Aug,1,2.079441547,804.3811035,576.2000122,-228.1810913,6.690073013,44.75708008,6.356454849,40.40451813,26.29999924,29.76000023,3.460000992,3.26956892,10.69008064,3.393165112,11.51356983,13.10000038,14.38000011,1.279999733,2.572612286,6.618333817,2.665838242,7.106694221,21.87365532,17.2109642,21.56850243,16.94528198,8.411333084,9.045630455,Nyanza,Kisii,Marani,mwamunari,Rioma,Shara,UM0-1 - Upper midland 0-1,UM1,Western Highlands,16,std 6,0,22.33333397,5.777777672,,,,-0.600000024,34.79999924,804.3811035,743.258606,0.384615391,599,13.1,26.3,Mar,26.35499954,13.1833334,594.5,3,29.76000023,14.38000011,576.2000122,63,205.5,317,0.210266665,0,Deep-very deep,1,1.791759491,1,6.133647442,5.433028221,2.063974857,1,3.526360512,3.68887949,0,0,3.532860518,1,6.396929741,0.693147182,1,6.472346306,1.539008737,1,6.452048779,1.395713568,0,0,1,5.325446129,1,4.143134594,1,5.758901596,1,-1.609437943,1,2.302585125,1,1.386294365,1,1.791759491,1,1.754019141,1,2.77258873,1,3.106080294
986,1,1.973999977,0.680061936,5.13,5.5,800,1,1,1,0,4500,0,-11500,500,3000,0,-11000,4500,-7000,4500,-6500,7500,47441.71875,11100,47441.71875,4500,10.76725769,8.411832809,1050,3899.25,0,1300,4000,2400,2400,3700,4000,5300,2242.9729,0,2242.9729,2252.686523,0,2252.686523,2199.615479,0,2199.615479,0,0,0,1050,1800,1575,1850,5225,5225,254.3000031,250,10174.25,12417.22266,12426.93652,12373.86523,10174.25,10174.25,10174.25,10174.25,10174.25,12417.22266,12426.93652,12373.86523,10174.25,12417.22266,3700,9.426839828,8.216088295,3187.375977,463.4346619,22.79635239,22.79635239,455.927063,501.5197754,501.5197754,45,45,900,990,990,6291.879883,3724.14502,914.8200073,270,50,52.5,52.16216278,52.5,52.8571434,50,52.38806152,51.15384674,54.54545593,43,0,43,43,0,0,0,0,0,0,0,193,62,136,0,0,0,3.954357386,3.76120019,0,7.540150166,8.139240265,9.220988274,9.220988274,9.816739082,2.980549812,9.125530243,11.88428593,11.88428593,24.58224297,40,39.30228043,38.76857758,38.76857758,39.40802383,35,34.22171783,33.95729828,33.95729828,33.75563812,2.055555582,1.792677164,1.922156572,1.922156572,1.979875803,5.277777672,22.3012352,17.38801765,17.38801765,13.58498192,5.277777672,22.22860909,17.41567421,17.41567421,13.94710159,Aug,1,2.079441547,804.3811035,576.2000122,-228.1810913,6.690073013,44.75708008,6.356454849,40.40451813,26.29999924,29.76000023,3.460000992,3.26956892,10.69008064,3.393165112,11.51356983,13.10000038,14.38000011,1.279999733,2.572612286,6.618333817,2.665838242,7.106694221,21.87365532,17.2109642,21.56850243,16.94528198,8.411333084,9.045630455,Nyanza,Kisii,Marani,mwamunari,Rioma,Shara,UM0-1 - Upper midland 0-1,UM1,Western Highlands,32,std 2,1,26.4285717,6.285714149,,,,-0.600000024,34.79999924,804.3811035,743.258606,0.384615391,599,13.1,26.3,Mar,26.35499954,13.1833334,594.5,3,29.76000023,14.38000011,576.2000122,0,198,0,0.591897011,0.072499864,Deep-very deep,1,1.791759491,1,6.818727493,6.138665199,1.092107773,1,3.80666256,3.68887949,1,3.80666256,3.555348158,1,6.802394867,0.720546186,1,6.897705078,1.663505077,1,6.897705078,1.663505077,1,0,1,5.288267136,0,0,0,0,1,-2.525728703,1,2.079441547,1,,1,0.693147182,1,1.838279486,1,3.465735912,1,3.274445772
987,1,3.309999943,1.196948171,5.846666667,7.083333333,21400,1,1,1,0,0,1200,4500,-1400,25500,800,3100,1200,4500,2000,4300,26700,93984.08594,7454.057617,93984.08594,2000,11.450881,7.600902557,770,14349,0,0,1315,730,730,730,1315,1315,0,1500,1500,0,1500,1500,0,1500,1500,0,0,0,770,1425,0,1635.449951,3060.449951,3060.449951,376.2000122,375,18179.44922,18179.44922,18179.44922,18179.44922,18179.44922,19679.44922,19679.44922,19679.44922,18179.44922,19679.44922,19679.44922,19679.44922,18179.44922,18179.44922,730,9.808047295,6.593044758,3354.930664,183.0589142,11.17824745,0,249.5468292,260.7250671,260.7250671,37,0,826,863,863,11104.82031,6429.600098,605.9249878,0,50,52.5,52.16216278,52.5,52.8571434,50,52.38806152,51.15384674,54.54545593,0,28.75647545,0,0,0,28.75647545,28.75647545,0,0,0,0,406,352,150,374,278,150,3.954357386,0,3.358862877,8.463359833,8.139240265,9.220988274,9.220988274,9.816739082,1.15933454,9.125530243,11.88428593,11.88428593,24.58224297,38.51351166,39.30228043,38.76857758,38.76857758,39.40802383,34.22171783,34.22171783,33.95729828,33.95729828,33.75563812,1.97996366,1.792677164,1.922156572,1.922156572,1.979875803,3.546292067,22.3012352,17.38801765,17.38801765,13.58498192,3.546292067,22.22860909,17.41567421,17.41567421,13.94710159,Aug,1,2.079441547,804.3811035,576.2000122,-228.1810913,6.690073013,44.75708008,6.356454849,40.40451813,26.29999924,29.76000023,3.460000992,3.26956892,10.69008064,3.393165112,11.51356983,13.10000038,14.38000011,1.279999733,2.572612286,6.618333817,2.665838242,7.106694221,21.87365532,17.2109642,21.56850243,16.94528198,8.411333084,9.045630455,Nyanza,Kisii,Marani,mwamunari,Rioma,Shara,UM0-1 - Upper midland 0-1,UM1,Western Highlands,60,form 3,0,25.375,8.375,,,,-0.600000024,34.79999924,804.3811035,743.258606,0.384615391,599,13.1,26.3,Mar,26.35499954,13.1833334,594.5,3,29.76000023,14.38000011,576.2000122,0,502,428,0.57899183,0,Deep-very deep,1,1.791759491,1,6.406756401,5.209807873,0.147846162,1,3.610917807,3.651009083,0,0,3.532860518,1,6.716594696,0.683078468,1,6.7604146,1.265902519,1,6.7604146,1.265902519,0,1,1,6.218600273,0,0,1,6.059123039,1,-3.912023067,1,1.945910096,1,1.098612309,1,2.397895336,1,2.125251055,1,4.094344616,1,3.23376441
988,1,1.429999948,0.35767442,4.331666667,5.666666667,25300,1,1,1,0,0,0,2250,0,0,0,2250,0,2250,0,2250,0,23043.60547,3675,23043.60547,0,10.04514313,,0,3439.25,7750,0,150,150,7900,150,7900,150,52.16216278,0,52.16216278,52.38806152,0,52.38806152,51.15384674,0,51.15384674,0,0,0,0,800,0,250,1050,1050,671.9500122,250,4489.25,4541.412109,4541.638184,4540.403809,4489.25,4489.25,4489.25,4489.25,4489.25,4541.412109,4541.638184,4540.403809,4489.25,4541.412109,150,8.420992851,5.010635376,1922.807739,207.1363831,13.98601437,0,262.2377625,276.2237854,276.2237854,20,0,375,395,395,2749.61499,1589.869995,296.2050171,0,70,52.5,52.16216278,52.5,52.8571434,50,52.38806152,51.15384674,54.54545593,1,0,1,1,0,0,0,0,80,40,40,80,82,18,0,0,0,3.954357386,0,0,8.380665779,8.139240265,9.220988274,9.220988274,9.816739082,2.311509848,9.125530243,11.88428593,11.88428593,24.58224297,40,39.30228043,38.76857758,38.76857758,39.40802383,34.22171783,34.22171783,33.95729828,33.95729828,33.75563812,0.666666687,1.792677164,1.922156572,1.922156572,1.979875803,2.658227921,22.3012352,17.38801765,17.38801765,13.58498192,2.658227921,22.22860909,17.41567421,17.41567421,13.94710159,Aug,1,2.079441547,821.7920532,640.2000122,-181.592041,6.711487293,45.04406357,6.461780548,41.75460815,26.29999924,30.57333374,4.273334503,3.26956892,10.69008064,3.420128107,11.69727707,13.10000038,15.38000011,2.279999733,2.572612286,6.618333817,2.733067989,7.469660759,21.94367027,17.26605415,22.10011864,17.66048622,8.411333084,9.347442627,Nyanza,Kisii,Marani,mwamunari,Rioma,Shara,UM0-1 - Upper midland 0-1,UM1,Western Highlands,13,std 5,0,18.5714283,4.142857075,,,,-0.5,34.79999924,821.7920532,705.9367065,0.307692319,599,13.1,26.3,Mar,26.35499954,13.1833334,594.5,3,30.57333374,15.38000011,640.2000122,80,100,0,0.57821548,0,Deep-very deep,1,1.791759491,1,5.69105196,5.333377361,0.837900937,1,2.995732307,3.68887949,0,0,3.532860518,1,5.926926136,-0.405465066,1,5.978885651,0.977659702,1,5.978885651,0.977659702,1,0,1,4.60517025,1,4.382026672,0,0,1,-4.60517025,1,2.079441547,1,1.098612309,1,1.609437943,1,1.421385646,1,2.564949274,1,2.921624184
989,1,1.174999952,0.1612681,4.8875,6.083333333,91200,1,1,1,0,0,1000,2250,0,0,300,2250,1000,2250,1300,3250,1000,44346.49609,7950,44346.49609,1300,10.69978905,7.170119762,600,7617,7750,0,260,140,7890,140,8010,260,886.7567139,0,886.7567139,890.5970459,0,890.5970459,716.1538696,0,716.1538696,163.6363678,0,163.6363678,300,2800,0,0,2800,2800,396.1000061,240,11017,11903.75684,11907.59668,11733.1543,11180.63672,11017,11017,11017,11017,11903.75684,11907.59668,11733.1543,11180.63672,11903.75684,140,9.384609222,4.941642284,2820.474365,542.4766235,63.82978821,0,0,63.82978821,63.82978821,75,0,0,75,75,3314.057373,2148.850098,637.4099731,360,50,51.30434799,52.16216278,51.42856979,50,54.2857132,52.38806152,51.15384674,54.54545593,17,0,17,14,3,0,0,0,0,0,0,47,39,8,47,39,8,3.954357386,2.833213329,0,13.38133049,10.07816505,9.220988274,9.220988274,9.816739082,3.699653149,12.05171204,11.88428593,11.88428593,24.58224297,37.33333206,37.84108734,38.76857758,38.76857758,39.40802383,33.93968964,33.93968964,33.95729828,33.95729828,33.75563812,1.868294835,1.868294835,1.922156572,1.922156572,1.979875803,37.33333206,16.44765472,17.38801765,17.38801765,13.58498192,37.33333206,16.44277191,17.41567421,17.41567421,13.94710159,Oct,1,2.302585125,804.3811035,576.2000122,-228.1810913,6.690073013,44.75708008,6.356454849,40.40451813,26.29999924,29.76000023,3.460000992,3.26956892,10.69008064,3.393165112,11.51356983,13.10000038,14.38000011,1.279999733,2.572612286,6.618333817,2.665838242,7.106694221,21.87365532,17.2109642,21.56850243,16.94528198,8.411333084,9.045630455,Nyanza,Kisii,Marani,mwamunari,Nyakeiri,Nyekeiri/Chimo,UM0-1 - Upper midland 0-1,UM1,Western Highlands,25,form 1,1,13.125,4.285714149,,,,-0.600000024,34.79999924,804.3811035,743.258606,0.384615391,599,13.1,26.3,Mar,26.35499954,13.1833334,594.5,3,29.76000023,14.38000011,576.2000122,0,47,47,0.648404598,0.167531461,Shallow-mode,1,0.693147182,1,6.457413197,6.296144962,1.308239102,1,4.317488194,3.619886637,0,0,3.524585009,0,0,0.625026166,1,4.317488194,3.619886637,1,4.317488194,3.619886637,1,0,1,3.850147486,0,0,1,3.850147486,1,-0.223143548,1,2.302585125,1,1.098612309,1,2.197224617,1,1.455287218,1,3.218875885,1,2.574518919
990,1,2.49000001,0.912282705,5.82,7,3400,1,1,1,0,0,2400,4500,-600,28800,840,3900,2400,4500,3240,6300,31200,84295.92188,6750,84295.92188,3240,11.3420887,8.083328247,1900,13808.75,0,0,1960,1310,1310,1310,1960,1960,0,3100,3100,0,2400,2400,0,2500,2500,0,600,600,1400,1305,350,1356.699951,3011.699951,3011.699951,318.7000122,125,18720.44922,18720.44922,18720.44922,18720.44922,18720.44922,21820.44922,21120.44922,21220.44922,19320.44922,21820.44922,21120.44922,21220.44922,19320.44922,18720.44922,1310,9.837371826,7.177782536,3209.646484,219.8433685,13.65461826,4.016064167,273.8955688,291.5662537,291.5662537,34,10,682,726,726,7992.02002,4985.899902,547.4099731,270,50,51.30434799,52.16216278,51.42856979,50,54.2857132,52.38806152,51.15384674,54.54545593,0,59.4300499,0,0,0,46.01036072,47.92745972,11.50259018,0,0,0,186,182,4,54,179,0,3.954357386,0,4.084799767,10.5475111,10.07816505,9.220988274,9.220988274,9.816739082,1.353817821,12.05171204,11.88428593,11.88428593,24.58224297,38.38235474,37.84108734,38.76857758,38.76857758,39.40802383,35,33.93968964,33.95729828,33.95729828,33.75563812,1.989296079,1.868294835,1.922156572,1.922156572,1.979875803,4.148346901,16.44765472,17.38801765,17.38801765,13.58498192,4.148346901,16.44277191,17.41567421,17.41567421,13.94710159,Oct,1,2.302585125,804.3811035,576.2000122,-228.1810913,6.690073013,44.75708008,6.356454849,40.40451813,26.29999924,29.76000023,3.460000992,3.26956892,10.69008064,3.393165112,11.51356983,13.10000038,14.38000011,1.279999733,2.572612286,6.618333817,2.665838242,7.106694221,21.87365532,17.2109642,21.56850243,16.94528198,8.411333084,9.045630455,Nyanza,Kisii,Marani,mwamunari,Nyakeiri,Nyekeiri/Chimo,UM0-1 - Upper midland 0-1,UM1,Western Highlands,10,std 5,1,26.29999924,5.699999809,,,,-0.600000024,34.79999924,804.3811035,743.258606,0.384615391,599,13.1,26.3,Mar,26.35499954,13.1833334,594.5,3,29.76000023,14.38000011,576.2000122,0,186,179,0.623859763,0.054152712,Shallow-mode,1,0.693147182,1,6.305198193,5.392915249,0.302928627,1,3.526360512,3.64759779,1,2.302585125,3.555348158,1,6.525029659,0.687780857,1,6.587550163,1.422709942,1,6.587550163,1.422709942,0,1,1,5.225746632,0,0,1,5.187386036,1,-0.356674939,1,2.302585125,1,1.386294365,1,1.609437943,1,1.740466118,1,2.302585125,1,3.26956892
991,1,1.730000019,0.548121393,5.68,6,17300,1,1,1,0,16000,0,4500,0,2250,280,4500,16000,20500,16280,20500,18250,20911.18945,4162.5,20911.18945,16280,9.948040009,9.697692871,0,3892,0,0,2210,1420,1420,1420,2210,2210,0,0,0,0,0,0,0,0,0,0,0,0,0,1545,350,378,2273,2273,342.5,250,6165,6165,6165,6165,6165,6165,6165,6165,6165,6165,6165,6165,6165,6165,1420,8.726643562,7.258412361,2045.293335,198.2991333,23.12138748,5.78034687,121.3872833,150.2890167,150.2890167,40,10,210,260,260,3538.357422,689,343.0574951,0,50,51.30434799,52.16216278,51.42856979,50,54.2857132,52.38806152,51.15384674,54.54545593,0,0,0,0,0,0,0,0,80,92,24,365,335,54,237,237,24,3.954357386,0,0,5.90985775,10.07816505,9.220988274,9.220988274,9.816739082,6.041364193,12.05171204,11.88428593,11.88428593,24.58224297,38.625,37.84108734,38.76857758,38.76857758,39.40802383,35,33.93968964,33.95729828,33.95729828,33.75563812,1.799999952,1.868294835,1.922156572,1.922156572,1.979875803,8.742307663,16.44765472,17.38801765,17.38801765,13.58498192,8.742307663,16.44277191,17.41567421,17.41567421,13.94710159,Oct,1,2.302585125,821.7920532,640.2000122,-181.592041,6.711487293,45.04406357,6.461780548,41.75460815,26.29999924,30.57333374,4.273334503,3.26956892,10.69008064,3.420128107,11.69727707,13.10000038,15.38000011,2.279999733,2.572612286,6.618333817,2.733067989,7.469660759,21.94367027,17.26605415,22.10011864,17.66048622,8.411333084,9.347442627,Nyanza,Kisii,Marani,mwamunari,Nyakeiri,Nyekeiri/Chimo,UM0-1 - Upper midland 0-1,UM1,Western Highlands,17,std 5,0,26.5,4.75,,,,-0.5,34.79999924,821.7920532,705.9367065,0.307692319,599,13.1,26.3,Mar,26.35499954,13.1833334,594.5,3,30.57333374,15.38000011,640.2000122,116,389,261,0.194723114,0,Shallow-mode,1,0.693147182,1,5.837898254,5.289776802,1.79862988,1,3.68887949,3.65389967,1,2.302585125,3.555348158,1,5.34710741,0.587786615,1,5.56068182,2.168174267,1,5.56068182,2.168174267,0,0,1,5.963579178,1,4.753590107,1,5.564520359,1,-0.223143548,1,2.302585125,1,1.386294365,1,1.609437943,1,1.558144569,1,2.833213329,1,3.27714467
992,1,1.279999971,0.246860057,5.363333333,5.833333333,12700,1,1,1,0,7500,4200,4000,-2000,8000,1520,2000,11700,11500,13220,13700,19700,32477.70508,3000,32477.70508,13220,10.38830948,9.489485741,0,2893.25,5000,2600,1820,800,5800,3400,6820,4420,0,0,0,0,0,0,0,0,0,0,0,0,0,1040,35,1100,2175,2175,334.2000122,250,5068.25,5068.25,5068.25,5068.25,5068.25,5068.25,5068.25,5068.25,5068.25,5068.25,5068.25,5068.25,5068.25,5068.25,3400,8.530751228,8.131530762,3611.164063,240.0937653,20.3125,0.78125,421.875,442.96875,442.96875,26,1,540,567,567,4622.290039,1590.959961,307.3200073,0,50,51.30434799,52.16216278,51.42856979,50,54.2857132,52.38806152,51.15384674,54.54545593,0,0,0,0,0,0,0,0,0,0,0,46,42,12,32,30,10,3.954357386,0,0,7.026323318,10.07816505,9.220988274,9.220988274,9.816739082,1.885653973,12.05171204,11.88428593,11.88428593,24.58224297,40,37.84108734,38.76857758,38.76857758,39.40802383,35,33.93968964,33.95729828,33.95729828,33.75563812,2.037037134,1.868294835,1.922156572,1.922156572,1.979875803,3.835978746,16.44765472,17.38801765,17.38801765,13.58498192,3.835978746,16.44277191,17.41567421,17.41567421,13.94710159,Oct,1,2.302585125,804.3811035,576.2000122,-228.1810913,6.690073013,44.75708008,6.356454849,40.40451813,26.29999924,29.76000023,3.460000992,3.26956892,10.69008064,3.393165112,11.51356983,13.10000038,14.38000011,1.279999733,2.572612286,6.618333817,2.665838242,7.106694221,21.87365532,17.2109642,21.56850243,16.94528198,8.411333084,9.045630455,Nyanza,Kisii,Marani,mwamunari,Nyakeiri,Nyekeiri/Chimo,UM0-1 - Upper midland 0-1,UM1,Western Highlands,52,std 7,1,32,10.85714245,,,,-0.600000024,34.79999924,804.3811035,743.258606,0.384615391,599,13.1,26.3,Mar,26.35499954,13.1833334,594.5,3,29.76000023,14.38000011,576.2000122,0,54,40,0.344193012,0,Shallow-mode,1,0.693147182,1,5.727889538,5.48102951,0.634274721,1,3.258096457,3.68887949,1,0,3.555348158,1,6.291569233,0.711496353,1,6.340359211,1.344424605,1,6.340359211,1.344424605,0,0,1,3.988984108,0,0,1,3.68887949,1,-1.897119999,1,2.484906673,1,0.693147182,1,1.945910096,1,2.384823084,1,3.951243639,1,3.465735912
993,1,2.390000105,0.871293426,11.94666667,14,30000,1,1,1,0,13500,3000,4500,1000,36600,1800,5500,16500,18000,18300,22000,53100,72637.60938,15900,72637.60938,18300,11.19323826,9.814656258,0,10189.25,0,0,3080,2000,2000,2000,3080,3080,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,875,800,3745,3675,401,240,13934.25,13934.25,13934.25,13934.25,13934.25,13934.25,13934.25,13934.25,13934.25,13934.25,13934.25,13934.25,13934.25,13934.25,2000,9.542104721,7.600902557,4397.677734,533.3974609,23.01255035,10.46025085,292.8870239,326.5690308,326.3598328,55,25,700,780.5,780,10510.4502,5723.25,1274.819946,810,50,51.30434799,52.16216278,51.42856979,50,54.2857132,52.38806152,51.15384674,54.54545593,0,0,0,0,0,0,0,0,0,0,0,584,428,172,378,297,166,3.954357386,0,0,6.910989285,10.07816505,9.220988274,9.220988274,9.816739082,2.778141737,12.05171204,11.88428593,11.88428593,24.58224297,36.36363602,37.84108734,38.76857758,38.76857758,39.40802383,35,33.93968964,33.95729828,33.95729828,33.75563812,1.142857194,1.868294835,1.922156572,1.922156572,1.979875803,4.798206329,16.44765472,17.38801765,17.38801765,13.58498192,4.711538315,16.44277191,17.41567421,17.41567421,13.94710159,Oct,1,2.302585125,804.3811035,576.2000122,-228.1810913,6.690073013,44.75708008,6.356454849,40.40451813,26.29999924,29.76000023,3.460000992,3.26956892,10.69008064,3.393165112,11.51356983,13.10000038,14.38000011,1.279999733,2.572612286,6.618333817,2.665838242,7.106694221,21.87365532,17.2109642,21.56850243,16.94528198,8.411333084,9.045630455,Nyanza,Kisii,Marani,mwamunari,Nyakeiri,Nyekeiri/Chimo,UM0-1 - Upper midland 0-1,UM1,Western Highlands,19,form 2,1,24.60000038,8,,,,-0.600000024,34.79999924,804.3811035,743.258606,0.384615391,599,13.1,26.3,Mar,26.35499954,13.1833334,594.5,3,29.76000023,14.38000011,576.2000122,0,600,463,0.544529498,0.141527981,Shallow-mode,1,0.693147182,1,7.150560379,6.279266834,1.021782279,1,4.007333279,3.593569279,1,3.218875885,3.555348158,1,6.551080227,0.133531436,1,6.659934521,1.568242192,1,6.659294128,1.550014496,0,0,1,6.396929741,0,0,1,6.137727261,1,-2.302585125,1,2.397895336,1,0.91629076,1,2.302585125,1,2.079441547,1,2.944438934,1,3.202746391
994,1,2.079999924,0.732367873,7.02,8,90000,1,0,0,0,14000,1600,0,-600,14200,600,-600,15600,14000,16200,15000,29800,51607.60156,15525,51607.60156,16200,10.85142422,9.69276619,3300,3887,0,0,2490,2240,2240,2240,2490,2490,0,2450,2450,0,1750,1750,0,2450,2450,0,0,0,2400,1840,800,400,3040,3040,376.8999939,85.69999695,10227,10227,10227,10227,10227,12677,11977,12677,10227,12677,11977,12677,10227,10227,2240,9.232786179,7.714231014,2222.507324,589.4783936,24.5192318,12.5,96.15384674,133.1730804,133.1730804,51,26,200,277,277,4622.814941,333.75,1226.11499,0,50,51.30434799,52.16216278,51.42856979,50,54.2857132,52.38806152,51.15384674,54.54545593,0,46.96891022,0,0,0,33.54922104,46.96891022,0,132,0,132,137,95,56,61,10,51,3.954357386,0,3.849485874,11.16367435,10.07816505,9.220988274,9.220988274,9.816739082,46.51685333,12.05171204,11.88428593,11.88428593,24.58224297,36.07843018,37.84108734,38.76857758,38.76857758,39.40802383,30.76922989,33.93968964,33.95729828,33.95729828,33.75563812,2,1.868294835,1.922156572,1.922156572,1.979875803,10.97472954,16.44765472,17.38801765,17.38801765,13.58498192,10.97472954,16.44277191,17.41567421,17.41567421,13.94710159,Oct,1,2.302585125,804.3811035,576.2000122,-228.1810913,6.690073013,44.75708008,6.356454849,40.40451813,26.29999924,29.76000023,3.460000992,3.26956892,10.69008064,3.393165112,11.51356983,13.10000038,14.38000011,1.279999733,2.572612286,6.618333817,2.665838242,7.106694221,21.87365532,17.2109642,21.56850243,16.94528198,8.411333084,9.045630455,Nyanza,Kisii,Marani,mwamunari,Nyakeiri,Nyekeiri/Chimo,UM0-1 - Upper midland 0-1,UM1,Western Highlands,5,pre school,0,18.88888931,5.888888836,,,,-0.600000024,34.79999924,804.3811035,743.258606,0.384615391,599,13.1,26.3,Mar,26.35499954,13.1833334,594.5,3,29.76000023,14.38000011,576.2000122,132,151,61,0.072196268,0,Shallow-mode,1,0.693147182,1,7.111606121,6.379238129,3.839814663,1,3.931825638,3.585695267,1,3.258096457,3.426515102,1,5.298317432,0.693147182,1,5.624017715,2.395595312,1,5.624017715,2.395595312,0,1,1,5.017279625,1,4.88280201,1,4.110873699,1,-1.897119999,1,2.639057398,1,0.91629076,0,0,1,1.773067355,1,1.609437943,1,2.938573837
